,Average Humidity,Cooling Degree Days,Date,Dew Point,Events,Growing Degree Days,Heating Degree Days,Max Gust Speed,Max Temperature,Max Wind Speed,Maximum Humidity,Mean Temperature,Min Temperature,Minimum Humidity,Month to date cooling degree days,Month to date heating degree days,Month to date precipitation,Month to date snowfall,Precipitation,Sea Level Pressure,Since 1 July heating degree days,Since 1 July snowfall,Since 1 June cooling degree days,Since 1 June heating degree days,Snow,Snow Depth,Visibility,Wind Speed,Year to date cooling degree days,Year to date precipitation
160,84,1,2013/06/10,17,"Fog
	,
Rain",16 (Base 50),0,40,21,23,100,19,17,68,50,4,7.87,0.0,35.05,1017,4632,26.1,50,4,0.00,0.00,4,9,129,27.09
161,79,7,2013/06/11,18,Rain,21 (Base 50),0,48,27,26,100,22,18,58,57,4,7.96,0.0,2.29,1007,4632,26.1,57,4,0.00,0.00,9,10,136,27.18
162,54,6,2013/06/12,11,,20 (Base 50),0,47,24,26,70,22,18,38,63,4,7.96,0.0,0.00,1009,4632,26.1,63,4,0.00,0.00,16,9,142,27.18
163,74,0,2013/06/13,14,"Fog
	,
Rain",12 (Base 50),3,50,21,32,93,17,13,55,63,7,9.22,0.0,32.00,1003,4635,26.1,63,7,0.00,0.00,9,11,142,28.44
164,73,0,2013/06/14,12,Rain,12 (Base 50),2,45,22,29,93,17,12,53,63,9,9.60,0.0,9.65,1006,4637,26.1,63,9,0.00,0.00,13,8,142,28.82
165,55,6,2013/06/15,11,,20 (Base 50),0,34,27,19,78,22,16,32,69,9,9.60,0.0,0.00,1014,4637,26.1,69,9,0.00,0.00,16,6,148,28.82
166,58,8,2013/06/16,13,,22 (Base 50),0,47,27,24,73,23,18,43,77,9,9.60,0.0,0.00,1012,4637,26.1,77,9,0.00,0.00,16,6,156,28.82
167,68,12,2013/06/17,18,Rain,26 (Base 50),0,37,29,16,84,25,21,51,89,9,9.61,0.0,0.25,1012,4637,26.1,89,9,0.00,0.00,14,4,168,28.83
168,72,9,2013/06/18,18,Rain,23 (Base 50),0,26,29,19,93,23,18,51,98,9,9.80,0.0,4.83,1012,4637,26.1,98,9,0.00,0.00,9,6,177,29.02
169,62,3,2013/06/19,12,Rain,17 (Base 50),0,31,25,21,93,20,15,31,101,9,9.81,0.0,0.25,1016,4637,26.1,101,9,0.00,0.00,15,8,180,29.03
170,56,6,2013/06/20,12,,20 (Base 50),0,32,27,19,67,22,17,45,107,9,9.81,0.0,0.00,1024,4637,26.1,107,9,0.00,0.00,16,6,186,29.03
171,53,8,2013/06/21,11,,22 (Base 50),0,34,28,16,63,23,18,42,115,9,9.81,0.0,0.00,1025,4637,26.1,115,9,0.00,0.00,16,8,194,29.03
172,53,10,2013/06/22,12,,24 (Base 50),0,32,29,16,61,24,18,44,125,9,9.81,0.0,0.00,1023,4637,26.1,125,9,0.00,0.00,16,7,204,29.03
173,67,14,2013/06/23,18,,28 (Base 50),0,39,31,23,82,26,21,51,139,9,9.81,0.0,0.00,1020,4637,26.1,139,9,0.00,0.00,16,7,218,29.03
174,64,18,2013/06/24,19,,32 (Base 50),0,32,33,21,87,28,23,40,157,9,9.81,0.0,0.00,1017,4637,26.1,157,9,0.00,0.00,14,7,236,29.03
175,59,17,2013/06/25,19,,32 (Base 50),0,45,33,23,73,28,23,44,174,9,9.81,0.0,T,1012,4637,26.1,174,9,0.00,0.00,13,5,253,29.03
176,67,15,2013/06/26,19,Rain,28 (Base 50),0,31,29,19,82,27,23,51,189,9,9.86,0.0,1.27,1010,4637,26.1,189,9,0.00,0.00,14,6,268,29.08
177,75,15,2013/06/27,21,Rain,30 (Base 50),0,39,30,21,93,27,23,57,204,9,10.10,0.0,6.10,1006,4637,26.1,204,9,0.00,0.00,10,7,283,29.32
178,74,14,2013/06/28,21,,28 (Base 50),0,35,29,19,93,26,23,55,218,9,10.10,0.0,T,1000,4637,26.1,218,9,0.00,0.00,14,8,297,29.32
179,71,12,2013/06/29,19,,26 (Base 50),0,29,28,19,84,25,22,58,230,9,10.10,0.0,0.00,1002,4637,26.1,230,9,0.00,0.00,13,6,309,29.32
180,80,15,2013/06/30,22,Rain,28 (Base 50),0,32,30,16,94,27,23,65,245,9,10.10,0.0,T,1010,4637,26.1,245,9,0.00,0.00,11,5,324,29.32
181,88,10,2013/07/01,22,"Fog
	,
Rain",24 (Base 50),0,42,25,23,93,24,22,82,10,0,0.84,0.0,21.34,1015,0,0.0,255,9,0.00,0.00,9,5,334,30.16
182,84,12,2013/07/02,22,Rain,27 (Base 50),0,35,28,19,94,25,22,74,22,0,0.92,0.0,2.03,1020,0,0.0,267,9,0.00,0.00,13,4,346,30.24
183,87,13,2013/07/03,23,"Fog
	,
Rain",26 (Base 50),0,29,28,19,100,26,23,74,35,0,1.45,0.0,13.46,1023,0,0.0,280,9,0.00,0.00,11,7,359,30.77
184,80,16,2013/07/04,22,,31 (Base 50),0,37,31,23,100,27,24,59,51,0,1.45,0.0,0.00,1023,0,0.0,296,9,0.00,0.00,14,7,375,30.77
185,69,18,2013/07/05,22,,32 (Base 50),0,31,32,21,87,28,24,51,69,0,1.45,0.0,0.00,1022,0,0.0,314,9,0.00,0.00,15,8,393,30.77
186,62,20,2013/07/06,21,,34 (Base 50),0,34,33,21,79,29,26,44,89,0,1.45,0.0,0.00,1019,0,0.0,334,9,0.00,0.00,16,7,413,30.77
187,63,20,2013/07/07,21,,36 (Base 50),0,37,33,21,74,29,26,51,109,0,1.45,0.0,0.00,1016,0,0.0,354,9,0.00,0.00,16,7,433,30.77
188,67,16,2013/07/08,19,"Fog
	,
Rain",30 (Base 50),0,39,32,21,87,27,23,46,125,0,1.67,0.0,5.59,1016,0,0.0,370,9,0.00,0.00,13,7,449,30.99
189,71,16,2013/07/09,20,Rain,31 (Base 50),0,40,31,24,88,27,23,53,141,0,1.90,0.0,5.84,1017,0,0.0,386,9,0.00,0.00,10,5,465,31.22
190,73,15,2013/07/10,22,Rain,30 (Base 50),0,32,29,21,87,27,24,59,156,0,1.90,0.0,T,1013,0,0.0,401,9,0.00,0.00,10,7,480,31.22
191,66,15,2013/07/11,19,,30 (Base 50),0,27,29,16,85,27,24,47,171,0,1.90,0.0,T,1011,0,0.0,416,9,0.00,0.00,14,6,495,31.22
192,74,8,2013/07/12,18,Rain,22 (Base 50),0,43,25,29,93,23,20,54,179,0,2.15,0.0,6.35,1017,0,0.0,424,9,0.00,0.00,10,15,503,31.47
193,86,9,2013/07/13,21,Rain,23 (Base 50),0,29,27,21,97,23,19,74,188,0,2.21,0.0,1.52,1024,0,0.0,433,9,0.00,0.00,9,9,512,31.53
194,76,17,2013/07/14,22,Rain,30 (Base 50),0,26,32,16,100,28,23,51,205,0,2.21,0.0,0.00,1026,0,0.0,450,9,0.00,0.00,12,6,529,31.53
195,62,21,2013/07/15,21,,36 (Base 50),0,26,34,14,79,30,26,44,226,0,2.21,0.0,0.00,1023,0,0.0,471,9,0.00,0.00,15,6,550,31.53
196,54,21,2013/07/16,18,,36 (Base 50),0,32,34,23,71,30,25,36,247,0,2.21,0.0,0.00,1022,0,0.0,492,9,0.00,0.00,15,7,571,31.53
197,53,23,2013/07/17,20,,38 (Base 50),0,26,36,14,71,31,26,34,270,0,2.21,0.0,0.00,1020,0,0.0,515,9,0.00,0.00,14,5,594,31.53
198,52,25,2013/07/18,21,,40 (Base 50),0,24,37,14,65,32,27,38,295,0,2.21,0.0,0.00,1016,0,0.0,540,9,0.00,0.00,13,6,619,31.53
199,60,25,2013/07/19,23,,38 (Base 50),0,40,36,24,74,32,28,46,320,0,2.21,0.0,0.00,1012,0,0.0,565,9,0.00,0.00,10,8,644,31.53
200,58,22,2013/07/20,21,,36 (Base 50),0,42,34,24,69,31,27,47,342,0,2.21,0.0,0.00,1009,0,0.0,587,9,0.00,0.00,11,9,666,31.53
201,58,18,2013/07/21,18,,32 (Base 50),0,27,32,19,79,28,24,36,360,0,2.21,0.0,0.00,1013,0,0.0,605,9,0.00,0.00,16,7,684,31.53
202,80,16,2013/07/22,22,Rain,30 (Base 50),0,27,30,19,94,27,24,65,376,0,2.27,0.0,1.52,1012,0,0.0,621,9,0.00,0.00,9,8,700,31.59
203,75,15,2013/07/23,22,Rain,28 (Base 50),0,37,31,23,94,27,23,55,391,0,2.58,0.0,7.87,1005,0,0.0,636,9,0.00,0.00,10,7,715,31.90
204,62,11,2013/07/24,17,,27 (Base 50),0,35,28,23,79,24,20,45,402,0,2.58,0.0,0.00,1007,0,0.0,647,9,0.00,0.00,16,7,726,31.90
205,63,1,2013/07/25,12,Rain,16 (Base 50),0,40,20,27,73,19,18,52,403,0,2.59,0.0,0.25,1016,0,0.0,648,9,0.00,0.00,16,14,727,31.91
206,59,9,2013/07/26,14,,23 (Base 50),0,29,28,21,78,23,18,40,412,0,2.59,0.0,0.00,1016,0,0.0,657,9,0.00,0.00,16,8,736,31.91
207,65,11,2013/07/27,17,,26 (Base 50),0,34,28,19,84,24,21,45,423,0,2.59,0.0,0.00,1016,0,0.0,668,9,0.00,0.00,16,5,747,31.91
208,80,9,2013/07/28,19,Rain,24 (Base 50),0,32,26,21,93,23,21,67,432,0,2.83,0.0,6.10,1015,0,0.0,677,9,0.00,0.00,11,3,756,32.15
209,66,12,2013/07/29,17,Rain,26 (Base 50),0,35,29,23,97,25,21,34,444,0,2.84,0.0,0.25,1016,0,0.0,689,9,0.00,0.00,15,6,768,32.16
210,51,10,2013/07/30,12,,24 (Base 50),0,27,28,16,63,24,19,39,454,0,2.84,0.0,0.00,1020,0,0.0,699,9,0.00,0.00,16,6,778,32.16
211,54,10,2013/07/31,14,,24 (Base 50),0,27,28,13,68,24,19,39,464,0,2.84,0.0,0.00,1020,0,0.0,709,9,0.00,0.00,16,5,788,32.16
212,79,6,2013/08/01,18,"Fog
	,
Rain",20 (Base 50),0,26,24,16,97,22,19,60,6,0,0.65,0.0,16.51,1013,0,0.0,715,9,0.00,0.00,7,5,794,32.81
213,69,10,2013/08/02,17,,24 (Base 50),0,40,28,21,97,24,19,40,16,0,0.65,0.0,0.00,1011,0,0.0,725,9,0.00,0.00,11,7,804,32.81
214,63,8,2013/08/03,16,Rain,23 (Base 50),0,29,26,21,73,23,20,53,24,0,0.71,0.0,1.52,1012,0,0.0,733,9,0.00,0.00,15,5,812,32.87
215,57,8,2013/08/04,12,,23 (Base 50),0,34,27,21,78,23,19,36,32,0,0.71,0.0,0.00,1012,0,0.0,741,9,0.00,0.00,16,8,820,32.87
216,48,5,2013/08/05,8,,20 (Base 50),0,26,26,16,67,21,17,29,37,0,0.71,0.0,0.00,1017,0,0.0,746,9,0.00,0.00,16,5,825,32.87
217,54,8,2013/08/06,12,,22 (Base 50),0,27,28,14,73,23,18,35,45,0,0.71,0.0,0.00,1019,0,0.0,754,9,0.00,0.00,16,4,833,32.87
218,65,10,2013/08/07,17,,26 (Base 50),0,35,27,21,79,24,21,51,55,0,0.71,0.0,T,1020,0,0.0,764,9,0.00,0.00,16,8,843,32.87
219,86,11,2013/08/08,21,"Fog
	,
Rain",25 (Base 50),0,31,27,16,97,24,21,74,66,0,1.17,0.0,11.68,1017,0,0.0,775,9,0.00,0.00,9,7,854,33.33
220,80,15,2013/08/09,22,Rain,28 (Base 50),0,35,29,26,94,27,23,65,81,0,1.22,0.0,1.27,1012,0,0.0,790,9,0.00,0.00,12,7,869,33.38
221,61,12,2013/08/10,16,,26 (Base 50),0,34,28,23,82,25,21,39,93,0,1.22,0.0,0.00,1015,0,0.0,802,9,0.00,0.00,16,8,881,33.38
222,52,8,2013/08/11,12,,23 (Base 50),0,23,27,14,68,23,18,36,101,0,1.22,0.0,0.00,1019,0,0.0,810,9,0.00,0.00,16,4,889,33.38
223,70,11,2013/08/12,18,Rain,26 (Base 50),0,21,28,13,90,24,21,49,112,0,1.27,0.0,1.27,1015,0,0.0,821,9,0.00,0.00,14,3,900,33.43
224,83,8,2013/08/13,19,Rain,22 (Base 50),0,29,25,19,97,23,20,69,120,0,2.12,0.0,21.59,1009,0,0.0,829,9,0.00,0.00,8,4,908,34.28
225,64,3,2013/08/14,9,,17 (Base 50),0,43,23,24,87,20,16,41,123,0,2.12,0.0,0.00,1012,0,0.0,832,9,0.00,0.00,16,10,911,34.28
226,52,4,2013/08/15,9,,18 (Base 50),0,26,26,16,72,21,15,31,127,0,2.12,0.0,0.00,1020,0,0.0,836,9,0.00,0.00,16,6,915,34.28
227,52,8,2013/08/16,11,,22 (Base 50),0,21,28,13,73,23,18,30,135,0,2.12,0.0,0.00,1021,0,0.0,844,9,0.00,0.00,16,3,923,34.28
228,51,9,2013/08/17,12,,23 (Base 50),0,18,29,13,68,23,18,34,144,0,2.12,0.0,0.00,1024,0,0.0,853,9,0.00,0.00,16,3,932,34.28
229,57,7,2013/08/18,13,,22 (Base 50),0,24,24,16,73,22,20,41,151,0,2.12,0.0,T,1023,0,0.0,860,9,0.00,0.00,16,5,939,34.28
230,64,8,2013/08/19,15,,22 (Base 50),0,27,26,14,79,23,19,48,159,0,2.12,0.0,T,1019,0,0.0,868,9,0.00,0.00,16,5,947,34.28
231,61,13,2013/08/20,17,,28 (Base 50),0,23,31,14,84,26,20,37,172,0,2.12,0.0,0.00,1019,0,0.0,881,9,0.00,0.00,16,5,960,34.28
232,54,16,2013/08/21,17,,30 (Base 50),0,23,32,13,73,27,22,34,188,0,2.12,0.0,0.00,1020,0,0.0,897,9,0.00,0.00,15,4,976,34.28
233,84,10,2013/08/22,21,Rain,24 (Base 50),0,26,26,16,93,24,22,74,198,0,2.37,0.0,6.35,1015,0,0.0,907,9,0.00,0.00,9,6,986,34.53
234,59,12,2013/08/23,14,,26 (Base 50),0,31,28,21,84,25,22,33,210,0,2.37,0.0,0.00,1015,0,0.0,919,9,0.00,0.00,15,9,998,34.53
235,48,8,2013/08/24,11,,22 (Base 50),0,32,27,23,68,23,18,28,218,0,2.37,0.0,0.00,1025,0,0.0,927,9,0.00,0.00,16,8,1006,34.53
236,55,9,2013/08/25,12,,23 (Base 50),0,31,28,16,78,23,18,31,227,0,2.37,0.0,0.00,1027,0,0.0,936,9,0.00,0.00,16,6,1015,34.53
237,70,11,2013/08/26,15,Rain,26 (Base 50),0,35,29,23,93,24,20,46,238,0,2.41,0.0,1.02,1018,0,0.0,947,9,0.00,0.00,16,9,1026,34.57
238,69,14,2013/08/27,19,Rain,29 (Base 50),0,27,31,19,90,26,22,48,252,0,2.42,0.0,0.25,1011,0,0.0,961,9,0.00,0.00,16,8,1040,34.58
239,76,14,2013/08/28,21,"Fog
	,
Rain",28 (Base 50),0,23,30,14,93,26,22,58,266,0,2.85,0.0,10.92,1012,0,0.0,975,9,0.00,0.00,7,4,1054,35.01
240,78,11,2013/08/29,19,Rain,25 (Base 50),0,29,27,19,93,24,22,62,277,0,2.85,0.0,T,1015,0,0.0,986,9,0.00,0.00,11,8,1065,35.01
241,66,13,2013/08/30,18,,26 (Base 50),0,32,29,21,84,26,21,48,290,0,2.85,0.0,0.00,1014,0,0.0,999,9,0.00,0.00,14,7,1078,35.01
242,73,15,2013/08/31,21,,28 (Base 50),0,39,30,21,84,27,23,61,305,0,2.85,0.0,0.00,1010,0,0.0,1014,9,0.00,0.00,13,8,1093,35.01
243,76,15,2013/09/01,21,,28 (Base 50),0,27,29,16,87,27,24,65,15,0,0.00,0.0,0.00,1010,0,0.0,,,0.00,0.00,14,4,1108,35.01
244,82,13,2013/09/02,22,Rain,28 (Base 50),0,27,28,19,94,26,23,69,28,0,0.05,0.0,1.27,1008,0,0.0,,,0.00,0.00,10,1,1121,35.06
245,67,10,2013/09/03,18,Rain,26 (Base 50),0,31,28,19,93,24,20,40,38,0,0.08,0.0,0.76,1009,0,0.0,,,0.00,0.00,11,5,1131,35.09
246,54,9,2013/09/04,12,,22 (Base 50),0,29,28,19,73,23,18,35,47,0,0.08,0.0,0.00,1014,0,0.0,,,0.00,0.00,16,9,1140,35.09
247,48,7,2013/09/05,9,,22 (Base 50),0,31,27,21,68,22,18,27,54,0,0.08,0.0,0.00,1016,0,0.0,,,0.00,0.00,16,9,1147,35.09
248,42,0,2013/09/06,5,,14 (Base 50),0,27,22,19,57,18,14,27,54,0,0.08,0.0,0.00,1023,0,0.0,,,0.00,0.00,16,6,1147,35.09
249,48,5,2013/09/07,8,,19 (Base 50),0,23,27,16,67,21,15,28,59,0,0.08,0.0,0.00,1017,0,0.0,,,0.00,0.00,16,5,1152,35.09
250,45,9,2013/09/08,11,,24 (Base 50),0,40,28,24,63,23,18,27,68,0,0.08,0.0,T,1012,0,0.0,,,0.00,0.00,16,10,1161,35.09
251,51,0,2013/09/09,9,,14 (Base 50),0,27,23,19,68,18,14,34,68,0,0.08,0.0,0.00,1022,0,0.0,,,0.00,0.00,16,7,1161,35.09
252,71,13,2013/09/10,19,,27 (Base 50),0,35,31,19,84,26,20,57,81,0,0.09,0.0,0.25,1020,0,0.0,,,0.00,0.00,14,9,1174,35.10
253,64,22,2013/09/11,22,,35 (Base 50),0,34,36,19,79,31,25,49,103,0,0.09,0.0,0.00,1018,0,0.0,,,0.00,0.00,10,7,1196,35.10
254,79,14,2013/09/12,21,"Fog
	,
Rain",27 (Base 50),0,39,31,24,97,26,21,61,117,0,1.69,0.0,40.64,1010,0,0.0,,,0.00,0.00,7,6,1210,36.70
255,70,3,2013/09/13,14,Rain,18 (Base 50),0,39,25,23,93,20,15,47,120,0,1.75,0.0,1.52,1006,0,0.0,,,0.00,0.00,14,8,1213,36.76
256,55,0,2013/09/14,7,,10 (Base 50),4,31,19,19,66,16,12,44,120,4,1.75,0.0,0.00,1015,4,0.0,,,0.00,0.00,16,8,1213,36.76
257,54,0,2013/09/15,7,,11 (Base 50),3,23,23,14,77,17,11,31,120,7,1.75,0.0,0.00,1021,7,0.0,,,0.00,0.00,16,6,1213,36.76
258,61,0,2013/09/16,11,Rain,16 (Base 50),0,34,23,23,78,18,13,44,120,7,1.78,0.0,0.76,1020,7,0.0,,,0.00,0.00,16,7,1213,36.79
259,49,0,2013/09/17,3,,7 (Base 50),7,40,18,27,61,14,10,36,120,14,1.78,0.0,0.00,1028,14,0.0,,,0.00,0.00,16,8,1213,36.79
260,51,0,2013/09/18,6,,10 (Base 50),3,24,22,14,69,17,11,33,120,17,1.78,0.0,0.00,1025,17,0.0,,,0.00,0.00,16,4,1213,36.79
261,52,2,2013/09/19,9,,16 (Base 50),0,21,26,13,72,19,13,31,122,17,1.78,0.0,0.00,1021,17,0.0,,,0.00,0.00,16,4,1215,36.79
262,60,5,2013/09/20,12,,19 (Base 50),0,26,26,14,78,21,16,42,127,17,1.78,0.0,0.00,1017,17,0.0,,,0.00,0.00,15,5,1220,36.79
263,77,4,2013/09/21,17,Rain,18 (Base 50),0,45,25,26,90,21,16,64,131,17,2.50,0.0,18.29,1011,17,0.0,,,0.00,0.00,14,7,1224,37.51
264,68,0,2013/09/22,12,"Fog
	,
Rain",13 (Base 50),3,39,21,23,93,17,12,42,131,20,2.95,0.0,11.43,1007,20,0.0,,,0.00,0.00,11,9,1224,37.96
265,54,0,2013/09/23,4,,8 (Base 50),7,31,19,19,71,14,10,37,131,27,2.95,0.0,0.00,1015,27,0.0,,,0.00,0.00,16,7,1224,37.96
266,54,0,2013/09/24,4,,9 (Base 50),5,27,23,19,76,16,8,31,131,32,2.95,0.0,0.00,1015,32,0.0,,,0.00,0.00,16,7,1224,37.96
267,52,0,2013/09/25,7,,12 (Base 50),2,18,23,11,71,17,11,33,131,34,2.95,0.0,0.00,1013,34,0.0,,,0.00,0.00,16,3,1224,37.96
268,69,0,2013/09/26,12,,13 (Base 50),0,26,22,16,80,18,14,57,131,34,2.95,0.0,0.00,1017,34,0.0,,,0.00,0.00,16,6,1224,37.96
269,66,0,2013/09/27,10,,13 (Base 50),2,23,21,16,80,17,14,52,131,36,2.95,0.0,0.00,1023,36,0.0,,,0.00,0.00,16,7,1224,37.96
270,62,0,2013/09/28,10,,14 (Base 50),0,27,23,19,83,18,13,41,131,36,2.95,0.0,0.00,1025,36,0.0,,,0.00,0.00,16,7,1224,37.96
271,66,0,2013/09/29,12,,14 (Base 50),0,23,22,14,87,18,14,44,131,36,2.95,0.0,0.00,1022,36,0.0,,,0.00,0.00,16,5,1224,37.96
272,62,1,2013/09/30,11,,14 (Base 50),0,27,24,19,86,19,13,38,132,36,2.95,0.0,0.00,1017,36,0.0,,,0.00,0.00,16,5,1225,37.96
273,53,6,2013/10/01,12,,21 (Base 50),0,24,28,16,72,22,15,34,6,0,0.00,0.0,0.00,1014,36,0.0,,,0.00,0.00,16,3,1231,37.96
274,56,9,2013/10/02,13,,23 (Base 50),0,34,28,21,68,23,18,43,15,0,0.00,0.0,0.00,1014,36,0.0,,,0.00,0.00,16,7,1240,37.96
275,57,6,2013/10/03,12,,20 (Base 50),0,19,26,11,78,22,17,36,21,0,0.00,0.0,0.00,1018,36,0.0,,,0.00,0.00,16,3,1246,37.96
276,65,11,2013/10/04,16,Rain,26 (Base 50),0,23,30,14,84,24,19,45,32,0,T,0.0,T,1016,36,0.0,,,0.00,0.00,13,5,1257,37.96
277,74,5,2013/10/05,16,,20 (Base 50),0,23,24,13,87,21,18,60,37,0,T,0.0,0.00,1018,36,0.0,,,0.00,0.00,10,6,1262,37.96
278,89,3,2013/10/06,18,,17 (Base 50),0,27,21,16,93,20,18,84,40,0,T,0.0,T,1019,36,0.0,,,0.00,0.00,7,9,1265,37.96
279,77,3,2013/10/07,18,Rain,18 (Base 50),0,47,24,24,90,20,16,64,43,0,0.25,0.0,6.35,1013,36,0.0,,,0.00,0.00,11,9,1268,38.21
280,55,0,2013/10/08,6,,10 (Base 50),4,31,19,21,71,16,12,39,43,4,0.25,0.0,0.00,1023,40,0.0,,,0.00,0.00,16,10,1268,38.21
281,60,0,2013/10/09,7,,8 (Base 50),7,43,17,29,72,14,12,47,43,11,0.25,0.0,0.00,1028,47,0.0,,,0.00,0.00,16,14,1268,38.21
282,70,0,2013/10/10,9,Rain,9 (Base 50),5,40,18,26,77,16,12,62,43,16,0.25,0.0,T,1023,52,0.0,,,0.00,0.00,16,14,1268,38.21
283,71,0,2013/10/11,13,Rain,14 (Base 50),1,40,20,27,90,18,16,52,43,17,0.27,0.0,0.51,1018,53,0.0,,,0.00,0.00,15,15,1268,38.23
284,50,1,2013/10/12,8,,16 (Base 50),0,47,22,34,72,19,16,27,44,17,0.27,0.0,0.00,1022,53,0.0,,,0.00,0.00,16,18,1269,38.23
285,67,0,2013/10/13,9,,10 (Base 50),4,42,18,27,77,16,13,56,44,21,0.27,0.0,0.00,1028,57,0.0,,,0.00,0.00,16,14,1269,38.23
286,66,0,2013/10/14,8,,8 (Base 50),6,19,19,13,83,15,11,48,44,27,0.27,0.0,0.00,1027,63,0.0,,,0.00,0.00,16,4,1269,38.23
287,67,0,2013/10/15,9,,12 (Base 50),2,21,22,13,89,17,12,44,44,29,0.27,0.0,0.00,1023,65,0.0,,,0.00,0.00,15,5,1269,38.23
288,75,0,2013/10/16,12,,10 (Base 50),3,19,19,13,86,17,13,63,44,32,0.27,0.0,0.00,1017,68,0.0,,,0.00,0.00,16,5,1269,38.23
289,74,2,2013/10/17,15,Rain,18 (Base 50),0,29,23,14,90,19,16,57,46,32,0.29,0.0,0.51,1011,68,0.0,,,0.00,0.00,11,4,1271,38.25
290,59,0,2013/10/18,7,,12 (Base 50),3,42,20,24,81,17,13,37,46,35,0.29,0.0,0.00,1010,71,0.0,,,0.00,0.00,16,11,1271,38.25
291,60,0,2013/10/19,7,,8 (Base 50),7,32,18,16,80,14,11,40,46,42,0.30,0.0,0.25,1012,78,0.0,,,0.00,0.00,16,5,1271,38.26
292,55,0,2013/10/20,4,,6 (Base 50),8,37,17,23,80,14,10,30,46,50,0.30,0.0,0.00,1013,86,0.0,,,0.00,0.00,16,9,1271,38.26
293,46,0,2013/10/21,3,,8 (Base 50),7,31,19,16,62,14,10,29,46,57,0.30,0.0,0.00,1019,93,0.0,,,0.00,0.00,16,6,1271,38.26
294,57,0,2013/10/22,7,,9 (Base 50),6,31,19,19,67,15,11,47,46,63,0.30,0.0,0.00,1010,99,0.0,,,0.00,0.00,16,7,1271,38.26
295,55,0,2013/10/23,2,,,15,34,13,23,66,10,7,44,46,78,0.30,0.0,0.00,1007,114,0.0,,,0.00,0.00,16,7,1271,38.26
296,50,0,2013/10/24,-2,,,17,37,12,24,70,9,5,29,46,95,0.30,0.0,0.00,1012,131,0.0,,,0.00,0.00,16,11,1271,38.26
297,51,0,2013/10/25,-2,,,18,37,12,24,70,8,4,32,46,113,0.30,0.0,0.00,1020,149,0.0,,,0.00,0.00,16,8,1271,38.26
298,50,0,2013/10/26,-2,,,17,42,13,27,67,9,5,32,46,130,0.30,0.0,0.00,1019,166,0.0,,,0.00,0.00,16,10,1271,38.26
299,42,0,2013/10/27,-2,,2 (Base 50),13,35,14,21,53,11,8,30,46,143,0.30,0.0,0.00,1015,179,0.0,,,0.00,0.00,16,8,1271,38.26
300,47,0,2013/10/28,-1,,2 (Base 50),13,34,16,21,62,11,6,31,46,156,0.30,0.0,0.00,1023,192,0.0,,,0.00,0.00,16,7,1271,38.26
301,46,0,2013/10/29,-1,,,15,23,13,16,54,10,7,38,46,171,0.30,0.0,0.00,1029,207,0.0,,,0.00,0.00,16,8,1271,38.26
302,61,0,2013/10/30,6,,3 (Base 50),11,21,16,14,72,12,8,50,46,182,0.30,0.0,0.00,1025,218,0.0,,,0.00,0.00,15,3,1271,38.26
303,79,0,2013/10/31,13,Rain,8 (Base 50),5,37,19,21,90,16,12,67,46,187,0.36,0.0,1.52,1018,223,0.0,,,0.00,0.00,9,6,1271,38.32
304,69,0,2013/11/01,14,Rain,16 (Base 50),0,69,21,37,87,18,15,51,0,0,0.13,0.0,3.30,1004,223,0.0,,,0.00,0.00,14,8,1271,38.45
305,62,0,2013/11/02,7,,10 (Base 50),3,29,20,16,87,17,13,37,0,3,0.13,0.0,0.00,1005,226,0.0,,,0.00,0.00,16,6,1271,38.45
306,57,0,2013/11/03,-1,,,19,34,13,24,71,8,3,42,0,22,0.13,0.0,0.00,1020,245,0.0,,,0.00,0.00,16,10,1271,38.45
307,37,0,2013/11/04,-9,,,24,39,8,24,47,5,2,27,0,46,0.13,0.0,0.00,1036,269,0.0,,,0.00,0.00,16,10,1271,38.45
308,56,0,2013/11/05,1,,,17,23,13,16,67,9,5,45,0,63,0.13,0.0,0.00,1036,286,0.0,,,0.00,0.00,16,7,1271,38.45
309,65,0,2013/11/06,7,,5 (Base 50),10,31,16,14,80,13,9,49,0,73,0.13,0.0,0.00,1027,296,0.0,,,0.00,0.00,16,6,1271,38.45
310,67,0,2013/11/07,9,Rain,4 (Base 50),11,39,18,24,84,12,7,49,0,84,0.26,0.0,3.30,1012,307,0.0,,,0.00,0.00,14,11,1271,38.58
311,50,0,2013/11/08,-4,,,20,45,10,26,65,7,4,34,0,104,0.26,0.0,0.00,1018,327,0.0,,,0.00,0.00,16,14,1271,38.58
312,46,0,2013/11/09,-3,,,21,37,10,21,59,7,3,32,0,125,0.26,0.0,0.00,1022,348,0.0,,,0.00,0.00,16,8,1271,38.58
313,47,0,2013/11/10,-1,,2 (Base 50),12,53,16,29,65,12,7,29,0,137,0.26,0.0,T,1013,360,0.0,,,0.00,0.00,16,12,1271,38.58
314,42,0,2013/11/11,-3,,,17,42,12,26,49,9,6,35,0,154,0.26,0.0,0.00,1019,377,0.0,,,0.00,0.00,16,10,1271,38.58
315,56,0,2013/11/12,-5,"Rain
	,
Snow",,23,47,11,26,75,6,-1,37,0,177,0.29,T,0.76,1020,400,T,,,T,0.00,14,10,1271,38.61
316,43,0,2013/11/13,-11,,,31,35,4,23,58,1,-2,27,0,208,0.29,T,0.00,1027,431,T,,,0.00,0.00,16,10,1271,38.61
