,Average Humidity,Cooling Degree Days,Date,Dew Point,Events,Growing Degree Days,Heating Degree Days,Max Gust Speed,Max Temperature,Max Wind Speed,Maximum Humidity,Mean Temperature,Min Temperature,Minimum Humidity,Month to date cooling degree days,Month to date heating degree days,Month to date precipitation,Month to date snowfall,Precipitation,Sea Level Pressure,Since 1 July heating degree days,Since 1 July snowfall,Since 1 June cooling degree days,Since 1 June heating degree days,Snow,Snow Depth,Visibility,Wind Speed,Year to date cooling degree days,Year to date precipitation
13,73,0,2013/01/14,7,"Fog
	,
Rain",,18,34,13,23,100,8,3,46,0,358,0.66,T,2.29,1019,1948,5.1,,,0.00,0.00,9,5,0,0.66
14,72,0,2013/01/15,-3,Rain,,28,31,3,21,89,3,2,54,0,386,0.78,T,3.05,1025,1976,5.1,,,0.00,0.00,15,11,0,0.78
15,83,0,2013/01/16,0,Rain,,30,43,3,26,96,2,0,70,0,416,1.47,T,17.53,1015,2006,5.1,,,T,0.00,8,8,0,1.47
16,66,0,2013/01/17,-3,,,26,32,6,21,82,4,2,49,0,442,1.47,T,0.00,1016,2032,5.1,,,0.00,0.00,16,9,0,1.47
17,46,0,2013/01/18,-13,,,35,37,2,23,61,-1,-4,31,0,477,1.47,T,0.00,1027,2067,5.1,,,0.00,0.00,16,11,0,1.47
18,48,0,2013/01/19,-6,,,24,52,11,32,64,5,-1,32,0,501,1.47,T,0.00,1021,2091,5.1,,,0.00,0.00,16,16,0,1.47
19,41,0,2013/01/20,-7,,,23,60,12,37,64,6,-1,18,0,524,1.47,T,0.00,1010,2114,5.1,,,0.00,0.00,16,18,0,1.47
20,47,0,2013/01/21,-12,,,36,35,0,24,58,-2,-3,35,0,560,1.47,T,0.00,1015,2150,5.1,,,0.00,0.00,16,8,0,1.47
21,43,0,2013/01/22,-18,,,45,47,-3,32,58,-7,-11,28,0,605,1.47,T,T,1017,2195,5.1,,,T,0.00,16,17,0,1.47
22,42,0,2013/01/23,-21,,,49,42,-7,27,53,-9,-12,31,0,654,1.47,T,0.00,1023,2244,5.1,,,0.00,0.00,16,13,0,1.47
23,46,0,2013/01/24,-19,,,48,50,-6,32,61,-8,-11,31,0,702,1.47,T,0.00,1024,2292,5.1,,,0.00,0.00,16,14,0,1.47
24,62,0,2013/01/25,-13,Snow,,46,37,-4,24,84,-7,-11,39,0,748,1.54,1.5,1.78,1024,2338,6.6,,,3.81,0.00,10,11,0,1.54
25,59,0,2013/01/26,-14,,,44,43,-3,27,80,-6,-9,38,0,792,1.54,1.5,0.00,1022,2382,6.6,,,0.00,5.08,16,11,0,1.54
26,50,0,2013/01/27,-13,,,38,34,1,23,67,-3,-7,33,0,830,1.54,1.5,0.00,1031,2420,6.6,,,0.00,2.54,16,9,0,1.54
27,69,0,2013/01/28,-3,"Rain
	,
Snow",,32,32,2,21,96,1,-2,42,0,862,1.76,1.5,5.59,1023,2452,6.6,,,T,0.00,8,8,0,1.76
28,82,0,2013/01/29,3,Rain,,22,47,9,16,93,6,2,70,0,884,1.82,1.5,1.52,1019,2474,6.6,,,0.00,0.00,7,7,0,1.82
29,89,0,2013/01/30,8,"Fog
	,
Rain",,16,37,15,24,100,9,4,77,0,900,1.86,1.5,1.02,1008,2490,6.6,,,0.00,0.00,7,8,0,1.86
30,63,0,2013/01/31,2,"Fog
	,
Rain",,19,69,16,42,93,8,-1,32,0,919,2.76,1.5,22.86,993,2509,6.6,,,0.00,0.00,11,20,0,2.76
31,46,0,2013/02/01,-13,,,37,52,-1,24,60,-2,-4,31,0,37,0.00,0.0,0.00,1014,2546,6.6,,,0.00,0.00,16,14,0,2.76
32,58,0,2013/02/02,-12,Snow,,41,42,-2,26,81,-4,-7,34,0,78,0.02,0.1,0.51,1021,2587,6.7,,,0.25,0.00,12,10,0,2.78
33,67,0,2013/02/03,-8,Snow,,38,24,-1,16,81,-3,-4,53,0,116,0.04,0.4,0.51,1012,2625,7.0,,,0.76,T,13,6,0,2.80
34,54,0,2013/02/04,-13,,,38,52,-1,27,69,-3,-5,39,0,154,0.04,0.4,0.00,1013,2663,7.0,,,0.00,0.00,16,12,0,2.80
35,68,0,2013/02/05,-4,Snow,,35,24,0,21,85,-1,-2,50,0,189,0.06,0.8,0.51,1013,2698,7.4,,,1.02,0.00,8,8,0,2.82
36,62,0,2013/02/06,-7,,,31,35,4,24,92,1,-2,31,0,220,0.06,0.8,0.00,1020,2729,7.4,,,0.00,0.00,12,7,0,2.82
37,44,0,2013/02/07,-12,,,36,21,0,16,59,-2,-3,29,0,256,0.06,0.8,0.00,1030,2765,7.4,,,0.00,0.00,16,9,0,2.82
38,78,0,2013/02/08,-2,"Fog
	,
Rain
	,
Snow",,34,60,1,40,92,-1,-3,63,0,290,1.21,7.1,29.21,1011,2799,13.7,,,16.00,0.00,5,22,0,3.97
39,64,0,2013/02/09,-8,"Fog
	,
Snow",,38,50,0,29,92,-3,-6,36,0,328,1.59,7.1,9.65,1015,2837,13.7,,,0.00,0.00,7,14,0,4.35
40,51,0,2013/02/10,-12,,,38,32,2,21,67,-3,-8,35,0,366,1.59,12.2,0.00,1029,2875,18.8,,,0.00,25.40,16,5,0,4.35
41,74,0,2013/02/11,4,"Fog
	,
Rain",,25,29,7,16,100,4,1,47,0,391,2.08,12.2,12.45,1012,2900,18.8,,,0.00,22.86,5,6,0,4.84
42,64,0,2013/02/12,-4,,,25,52,7,27,83,4,2,45,0,416,2.08,12.2,0.00,1011,2925,18.8,,,0.00,10.16,16,14,0,4.84
43,61,0,2013/02/13,-4,Snow,,26,29,7,19,82,4,1,40,0,442,2.11,12.2,0.76,1009,2951,18.8,,,T,0.00,14,5,0,4.87
44,63,0,2013/02/14,-2,Snow,,25,29,8,21,89,4,1,37,0,467,2.11,12.2,T,1012,2976,18.8,,,T,0.00,14,7,0,4.87
45,59,0,2013/02/15,-1,,,19,39,13,26,76,8,3,41,0,486,2.11,12.2,0.00,1015,2995,18.8,,,0.00,0.00,13,10,0,4.87
46,69,0,2013/02/16,-4,Snow,,29,40,5,24,92,2,-1,45,0,515,2.13,12.2,0.51,1012,3024,18.8,,,T,0.00,16,11,0,4.89
47,37,0,2013/02/17,-16,,,40,64,0,40,47,-4,-8,27,0,555,2.13,12.2,0.00,1008,3064,18.8,,,0.00,0.00,16,20,0,4.89
48,39,0,2013/02/18,-16,,,39,50,2,27,49,-3,-8,28,0,594,2.13,12.2,0.00,1022,3103,18.8,,,0.00,0.00,16,13,0,4.89
49,64,0,2013/02/19,-2,Rain,,24,45,9,29,89,5,1,38,0,618,2.28,12.2,3.81,1012,3127,18.8,,,0.00,0.00,15,11,0,5.04
50,45,0,2013/02/20,-11,,,33,55,3,35,54,0,-4,36,0,651,2.28,12.2,0.00,1011,3160,18.8,,,0.00,0.00,16,19,0,5.04
51,49,0,2013/02/21,-12,,,36,52,1,34,60,-2,-4,38,0,687,2.28,12.2,0.00,1018,3196,18.8,,,0.00,0.00,16,16,0,5.04
52,59,0,2013/02/22,-6,,,33,39,3,26,70,0,-4,48,0,720,2.28,12.2,0.00,1027,3229,18.8,,,0.00,0.00,16,11,0,5.04
53,85,0,2013/02/23,2,Rain,,26,48,6,34,93,4,2,76,0,746,2.54,12.2,6.60,1017,3255,18.8,,,0.00,0.00,7,14,0,5.30
54,72,0,2013/02/24,0,,,24,52,8,27,92,5,1,52,0,770,2.55,12.2,0.25,1009,3279,18.8,,,0.00,0.00,14,11,0,5.31
55,57,0,2013/02/25,-4,,,26,29,7,19,69,4,0,45,0,796,2.55,12.2,0.00,1020,3305,18.8,,,0.00,0.00,16,7,0,5.31
56,75,0,2013/02/26,-1,Rain,,25,45,7,32,92,4,2,57,0,821,2.69,12.2,3.56,1022,3330,18.8,,,0.00,0.00,14,12,0,5.45
57,83,0,2013/02/27,3,Rain,,23,60,8,39,100,6,2,65,0,844,4.25,12.2,39.62,1003,3353,18.8,,,0.00,0.00,6,18,0,7.01
58,58,0,2013/02/28,0,Rain,,20,31,11,19,70,7,4,46,0,864,4.25,12.2,T,1002,3373,18.8,,,0.00,0.00,16,7,0,7.01
59,60,0,2013/03/01,-3,,,24,37,7,24,75,5,2,45,0,24,0.00,0.0,0.00,1005,3397,18.8,,,0.00,0.00,16,9,0,7.01
60,59,0,2013/03/02,-5,Snow,,29,31,4,21,69,2,-1,48,0,53,T,T,T,1007,3426,18.8,,,T,0.00,14,12,0,7.01
61,56,0,2013/03/03,-8,Snow,,30,40,4,26,72,2,-2,40,0,83,T,T,T,1006,3456,18.8,,,T,0.00,16,12,0,7.01
62,52,0,2013/03/04,-8,,,30,47,6,29,63,2,-3,40,0,113,T,T,0.00,1009,3486,18.8,,,0.00,0.00,16,16,0,7.01
63,50,0,2013/03/05,-6,,,25,40,9,24,63,4,-1,37,0,138,T,T,0.00,1015,3511,18.8,,,0.00,0.00,16,11,0,7.01
64,69,0,2013/03/06,-1,,,25,74,6,48,82,4,3,55,0,163,T,T,0.00,1012,3536,18.8,,,0.00,0.00,16,25,0,7.01
65,78,0,2013/03/07,-1,Snow,,29,60,3,42,96,2,1,59,0,192,0.19,T,4.83,1017,3565,18.8,,,T,0.00,8,16,0,7.20
66,76,0,2013/03/08,-1,"Fog
	,
Snow",,28,43,6,27,100,3,-1,51,0,220,0.75,4.0,14.22,1018,3593,22.8,,,10.16,5.08,7,12,0,7.76
67,40,0,2013/03/09,-6,,,20,37,13,26,59,7,2,21,0,240,0.73,4.0,0.00,1024,3613,22.8,,,0.00,5.08,16,10,0,7.74
68,70,0,2013/03/10,0,,,22,26,10,21,82,6,2,58,0,262,0.73,4.0,0.00,1027,3635,22.8,,,0.00,0.00,16,8,0,7.74
69,81,0,2013/03/11,4,,,18,39,12,26,93,8,4,68,0,280,0.73,4.0,0.00,1023,3653,22.8,,,0.00,0.00,15,10,0,7.74
70,81,0,2013/03/12,8,Rain,2 (Base 50),15,60,14,32,96,10,6,65,0,295,1.52,4.0,20.07,1011,3668,22.8,,,0.00,0.00,10,13,0,8.53
71,54,0,2013/03/13,-3,,,20,43,11,27,76,7,3,31,0,315,1.52,4.0,0.00,1011,3688,22.8,,,0.00,0.00,16,10,0,8.53
72,41,0,2013/03/14,-12,,,30,55,5,34,59,2,-2,23,0,345,1.52,4.0,0.00,1012,3718,22.8,,,0.00,0.00,16,19,0,8.53
73,46,0,2013/03/15,-8,,,26,42,8,26,57,4,-1,35,0,371,1.52,4.0,0.00,1011,3744,22.8,,,0.00,0.00,16,13,0,8.53
74,67,0,2013/03/16,-3,"Fog
	,
Snow",,28,31,5,21,89,3,0,44,0,399,1.64,4.3,3.05,1010,3772,23.1,,,0.76,0.00,9,6,0,8.65
75,57,0,2013/03/17,-9,,,31,37,3,23,82,1,-2,32,0,430,1.64,4.3,0.00,1020,3803,23.1,,,0.00,0.00,16,10,0,8.65
76,68,0,2013/03/18,-7,"Fog
	,
Rain
	,
Snow",,33,39,2,27,100,0,-2,35,0,463,2.24,7.3,15.24,1025,3836,26.1,,,7.62,0.00,10,15,0,9.25
77,78,0,2013/03/19,0,Rain,,27,53,6,37,96,3,1,59,0,490,2.65,7.3,9.14,1008,3863,26.1,,,0.00,5.08,12,16,0,9.66
78,46,0,2013/03/20,-8,,,26,45,7,32,64,4,0,28,0,516,2.65,7.3,T,1010,3889,26.1,,,T,0.00,16,12,0,9.66
79,54,0,2013/03/21,-9,Snow,,30,37,4,23,78,2,-1,30,0,546,2.65,7.3,T,1007,3919,26.1,,,T,0.00,16,10,0,9.66
80,48,0,2013/03/22,-9,,,30,42,5,27,58,2,-2,37,0,576,2.65,7.3,0.00,1009,3949,26.1,,,0.00,0.00,16,14,0,9.66
81,44,0,2013/03/23,-8,,,26,50,8,29,56,4,0,31,0,602,2.65,7.3,0.00,1011,3975,26.1,,,0.00,0.00,16,15,0,9.66
82,47,0,2013/03/24,-7,,,25,29,8,21,59,4,1,34,0,627,2.65,7.3,0.00,1010,4000,26.1,,,0.00,0.00,16,8,0,9.66
83,71,0,2013/03/25,-1,"Rain
	,
Snow",,27,58,4,39,92,3,2,50,0,654,2.82,7.3,4.32,1001,4027,26.1,,,T,0.00,13,14,0,9.83
84,54,0,2013/03/26,-3,,,20,32,12,21,76,7,3,32,0,674,2.82,7.3,0.00,1007,4047,26.1,,,0.00,0.00,16,8,0,9.83
85,43,0,2013/03/27,-5,,,20,39,12,26,60,7,2,26,0,694,2.82,7.3,0.00,1012,4067,26.1,,,0.00,0.00,16,9,0,9.83
86,56,0,2013/03/28,-2,,,21,37,11,21,70,7,3,42,0,715,2.82,7.3,T,1016,4088,26.1,,,0.00,0.00,16,9,0,9.83
87,47,0,2013/03/29,-3,,,17,39,13,24,64,9,4,29,0,732,2.82,7.3,0.00,1020,4105,26.1,,,0.00,0.00,16,9,0,9.83
88,42,0,2013/03/30,-4,,,15,27,15,19,64,10,4,19,0,747,2.82,7.3,0.00,1020,4120,26.1,,,0.00,0.00,16,7,0,9.83
89,61,0,2013/03/31,1,Rain,,16,39,12,26,93,9,7,29,0,763,2.90,7.3,2.03,1014,4136,26.1,,,0.00,0.00,13,10,0,9.91
90,62,0,2013/04/01,3,Rain,,15,50,17,32,93,10,3,30,0,15,T,0.0,T,1006,4151,26.1,,,0.00,0.00,12,10,0,9.91
91,33,0,2013/04/02,-12,,,27,48,6,29,43,3,1,22,0,42,T,0.0,0.00,1015,4178,26.1,,,0.00,0.00,16,15,0,9.91
92,31,0,2013/04/03,-13,,,25,50,8,24,41,4,1,20,0,67,T,0.0,0.00,1021,4203,26.1,,,0.00,0.00,16,17,0,9.91
93,40,0,2013/04/04,-8,,,22,35,12,21,53,6,1,26,0,89,T,0.0,0.00,1024,4225,26.1,,,0.00,0.00,16,9,0,9.91
94,37,0,2013/04/05,-6,,2 (Base 50),12,47,18,27,57,12,5,16,0,101,T,0.0,0.00,1012,4237,26.1,,,0.00,0.00,16,9,0,9.91
95,36,0,2013/04/06,-9,,,21,50,11,32,57,7,2,14,0,122,T,0.0,0.00,1023,4258,26.1,,,0.00,0.00,16,10,0,9.91
96,56,0,2013/04/07,1,,,17,50,13,23,71,9,4,40,0,139,T,0.0,0.00,1021,4275,26.1,,,0.00,0.00,16,11,0,9.91
97,52,0,2013/04/08,5,,13 (Base 50),3,42,23,26,77,17,11,27,0,142,T,0.0,0.00,1016,4278,26.1,,,0.00,0.00,16,7,0,9.91
98,53,2,2013/04/09,6,,16 (Base 50),0,50,28,27,89,19,11,16,2,142,T,0.0,T,1014,4278,26.1,,,0.00,0.00,15,8,2,9.91
99,65,0,2013/04/10,10,Rain,14 (Base 50),0,52,23,26,86,18,13,44,2,142,0.49,0.0,12.45,1012,4278,26.1,,,0.00,0.00,12,8,2,10.40
100,77,0,2013/04/11,9,,4 (Base 50),11,37,16,24,93,12,8,60,2,153,0.49,0.0,T,1014,4289,26.1,,,0.00,0.00,13,10,2,10.40
101,82,0,2013/04/12,4,Rain,,21,55,8,37,93,7,5,71,2,174,1.12,0.0,16.00,1011,4310,26.1,,,0.00,0.00,9,18,2,11.03
102,67,0,2013/04/13,3,Rain,,15,31,14,21,93,10,5,41,2,189,1.13,0.0,0.25,1011,4325,26.1,,,0.00,0.00,16,5,2,11.04
103,46,0,2013/04/14,-2,Rain,2 (Base 50),13,39,14,26,61,11,8,30,2,202,1.13,0.0,0.00,1018,4338,26.1,,,0.00,0.00,16,9,2,11.04
104,51,0,2013/04/15,-2,,1 (Base 50),13,29,15,23,71,11,7,30,2,215,1.13,0.0,0.00,1027,4351,26.1,,,0.00,0.00,16,9,2,11.04
105,70,0,2013/04/16,8,,4 (Base 50),10,42,17,29,80,13,8,60,2,225,1.13,0.0,0.00,1025,4361,26.1,,,0.00,0.00,16,10,2,11.04
106,53,0,2013/04/17,6,Rain,12 (Base 50),2,31,22,19,78,17,13,28,2,227,1.15,0.0,0.51,1022,4363,26.1,,,0.00,0.00,16,9,2,11.06
107,70,0,2013/04/18,6,Rain,4 (Base 50),10,43,15,27,100,13,11,40,2,237,1.16,0.0,0.25,1025,4373,26.1,,,0.00,0.00,15,10,2,11.07
108,80,0,2013/04/19,13,Rain,12 (Base 50),2,42,22,26,93,17,13,66,2,239,1.21,0.0,1.27,1012,4375,26.1,,,0.00,0.00,12,12,2,11.12
109,54,0,2013/04/20,2,Rain,5 (Base 50),13,48,16,26,83,11,6,25,2,252,1.27,0.0,1.52,1013,4388,26.1,,,0.00,0.00,16,14,2,11.18
110,40,0,2013/04/21,-6,,,19,37,13,24,58,8,3,22,2,271,1.27,0.0,0.00,1033,4407,26.1,,,0.00,0.00,16,8,2,11.18
111,53,0,2013/04/22,-1,,,17,42,13,34,67,9,5,38,2,288,1.27,0.0,0.00,1036,4424,26.1,,,0.00,0.00,16,15,2,11.18
112,69,0,2013/04/23,2,,,18,50,12,32,76,8,5,62,2,306,1.27,0.0,0.00,1027,4442,26.1,,,0.00,0.00,16,14,2,11.18
113,64,0,2013/04/24,6,,5 (Base 50),8,31,21,19,83,14,7,45,2,314,1.27,0.0,0.00,1015,4450,26.1,,,0.00,0.00,14,8,2,11.18
114,48,0,2013/04/25,-2,,5 (Base 50),9,45,19,26,77,13,8,18,2,323,1.27,0.0,0.00,1020,4459,26.1,,,0.00,0.00,16,9,2,11.18
115,32,0,2013/04/26,-2,,8 (Base 50),6,37,19,21,45,15,10,18,2,329,1.27,0.0,0.00,1027,4465,26.1,,,0.00,0.00,16,5,2,11.18
116,32,0,2013/04/27,-3,,9 (Base 50),5,29,22,21,46,16,9,18,2,334,1.27,0.0,0.00,1028,4470,26.1,,,0.00,0.00,16,7,2,11.18
117,41,0,2013/04/28,1,,10 (Base 50),5,34,21,23,59,16,11,22,2,339,1.27,0.0,0.00,1025,4475,26.1,,,0.00,0.00,16,7,2,11.18
118,69,0,2013/04/29,8,Rain,5 (Base 50),10,35,14,21,77,13,11,61,2,349,1.31,0.0,1.02,1023,4485,26.1,,,0.00,0.00,16,8,2,11.22
119,54,0,2013/04/30,2,,9 (Base 50),5,-,20,16,89,16,11,18,2,354,1.31,0.0,0.00,1025,4490,26.1,,,0.00,0.00,16,9,2,11.22
120,49,0,2013/05/01,2,,8 (Base 50),7,42,21,26,71,14,8,27,0,7,0.00,0.0,0.00,1030,4497,26.1,,,0.00,0.00,16,7,2,11.22
121,54,0,2013/05/02,4,,11 (Base 50),4,23,22,14,80,16,9,27,0,11,0.00,0.0,0.00,1029,4501,26.1,,,0.00,0.00,16,6,2,11.22
122,57,0,2013/05/03,4,,7 (Base 50),7,43,19,27,80,14,9,34,0,18,0.00,0.0,0.00,1030,4508,26.1,,,0.00,0.00,16,10,2,11.22
123,61,0,2013/05/04,5,,8 (Base 50),6,35,21,26,86,15,9,35,0,24,0.00,0.0,0.00,1026,4514,26.1,,,0.00,0.00,16,9,2,11.22
124,56,0,2013/05/05,4,,4 (Base 50),10,31,18,23,76,13,8,36,0,34,0.00,0.0,0.00,1025,4524,26.1,,,0.00,0.00,16,9,2,11.22
125,69,0,2013/05/06,8,,7 (Base 50),7,26,21,19,86,14,8,52,0,41,0.00,0.0,0.00,1023,4531,26.1,,,0.00,0.00,15,6,2,11.22
126,68,0,2013/05/07,11,,12 (Base 50),2,23,23,16,83,17,11,53,0,43,0.00,0.0,0.00,1021,4533,26.1,,,0.00,0.00,16,9,2,11.22
127,88,0,2013/05/08,14,"Fog
	,
Rain",10 (Base 50),6,27,17,19,97,15,13,78,0,49,3.02,0.0,76.71,1018,4539,26.1,,,0.00,0.00,7,9,2,14.24
128,80,0,2013/05/09,13,Rain,10 (Base 50),4,21,20,14,93,16,12,67,0,53,3.52,0.0,12.70,1014,4543,26.1,,,0.00,0.00,9,6,2,14.74
129,61,4,2013/05/10,12,,19 (Base 50),0,32,26,16,80,21,15,42,4,53,3.53,0.0,0.25,1014,4543,26.1,,,0.00,0.00,15,6,6,14.75
130,89,1,2013/05/11,16,"Fog
	,
Rain",16 (Base 50),0,29,21,16,100,19,16,78,5,53,4.62,0.0,27.69,1009,4543,26.1,,,0.00,0.00,7,5,7,15.84
131,59,0,2013/05/12,4,Rain,10 (Base 50),4,47,21,26,93,16,11,24,5,57,4.62,0.0,T,1007,4547,26.1,,,0.00,0.00,16,13,7,15.84
132,44,0,2013/05/13,-3,,2 (Base 50),13,40,14,24,58,11,7,29,5,70,4.62,0.0,0.00,1016,4560,26.1,,,0.00,0.00,16,12,7,15.84
133,45,0,2013/05/14,-3,,1 (Base 50),13,27,16,16,70,11,6,19,5,83,4.62,0.0,0.00,1019,4573,26.1,,,0.00,0.00,16,7,7,15.84
134,56,0,2013/05/15,7,,10 (Base 50),3,45,21,35,73,17,12,38,5,86,4.62,0.0,0.00,1012,4576,26.1,,,0.00,0.00,16,16,7,15.84
135,55,6,2013/05/16,10,,20 (Base 50),0,37,26,21,78,22,17,32,11,87,4.62,0.0,0.00,1008,4577,26.1,,,0.00,0.00,16,6,13,15.84
136,40,0,2013/05/17,4,,16 (Base 50),0,42,22,27,51,18,14,29,11,87,4.62,0.0,0.00,1017,4577,26.1,,,0.00,0.00,16,6,13,15.84
137,62,0,2013/05/18,9,,10 (Base 50),4,26,18,14,80,16,13,43,11,91,4.63,0.0,0.25,1025,4581,26.1,,,0.00,0.00,16,3,13,15.85
138,84,0,2013/05/19,13,Rain,7 (Base 50),8,29,15,19,100,14,13,67,11,99,5.23,0.0,15.24,1025,4589,26.1,,,0.00,0.00,5,7,13,16.45
139,82,4,2013/05/20,16,Fog,17 (Base 50),0,24,26,16,100,21,14,64,15,99,5.23,0.0,0.00,1019,4589,26.1,,,0.00,0.00,7,3,17,16.45
140,70,12,2013/05/21,18,,28 (Base 50),0,35,30,21,84,25,20,55,27,99,5.23,0.0,0.00,1013,4589,26.1,,,0.00,0.00,12,9,29,16.45
141,79,4,2013/05/22,17,,18 (Base 50),0,39,26,26,90,21,15,68,31,99,5.23,0.0,0.00,1012,4589,26.1,,,0.00,0.00,9,5,33,16.45
142,84,7,2013/05/23,19,"Fog
	,
Rain",22 (Base 50),0,35,27,19,100,22,18,67,38,99,7.04,0.0,45.97,1011,4589,26.1,,,0.00,0.00,8,9,40,18.26
143,88,0,2013/05/24,12,Rain,5 (Base 50),10,48,18,24,100,13,7,76,38,109,7.34,0.0,7.62,1009,4599,26.1,,,0.00,0.00,10,9,40,18.56
144,76,0,2013/05/25,5,Rain,,15,55,12,27,92,10,7,59,38,124,7.48,0.0,3.56,1013,4614,26.1,,,0.00,0.00,14,15,40,18.70
145,48,0,2013/05/26,2,,7 (Base 50),8,47,19,32,66,14,9,30,38,132,7.48,0.0,0.00,1017,4622,26.1,,,0.00,0.00,16,14,40,18.70
146,39,0,2013/05/27,2,,12 (Base 50),3,32,23,19,54,17,11,23,38,135,7.48,0.0,0.00,1022,4625,26.1,,,0.00,0.00,16,6,40,18.70
147,72,0,2013/05/28,11,"Fog
	,
Rain",10 (Base 50),3,27,20,16,100,17,13,43,38,138,8.00,0.0,13.21,1022,4628,26.1,,,0.00,0.00,6,4,40,19.22
148,79,5,2013/05/29,16,Fog,19 (Base 50),0,26,28,16,100,21,14,58,43,138,8.00,0.0,0.00,1019,4628,26.1,,,0.00,0.00,6,3,45,19.22
149,56,16,2013/05/30,17,,32 (Base 50),0,27,32,16,73,27,22,38,59,138,8.00,0.0,0.00,1019,4628,26.1,,,0.00,0.00,15,8,61,19.22
150,52,18,2013/05/31,17,,32 (Base 50),0,29,32,16,69,28,24,35,77,138,8.00,0.0,0.00,1018,4628,26.1,,,0.00,0.00,14,7,79,19.22
151,59,17,2013/06/01,18,,30 (Base 50),0,32,32,19,73,28,23,45,17,0,0.00,0.0,0.00,1015,4628,26.1,17,0,0.00,0.00,16,6,96,19.22
152,73,14,2013/06/02,19,"Fog
	,
Rain",28 (Base 50),0,42,31,24,97,26,21,48,31,0,0.85,0.0,21.59,1010,4628,26.1,31,0,0.00,0.00,14,10,110,20.07
153,71,7,2013/06/03,19,"Fog
	,
Rain",22 (Base 50),0,31,26,19,97,22,19,45,38,0,1.72,0.0,22.10,1011,4628,26.1,38,0,0.00,0.00,8,5,117,20.94
154,43,1,2013/06/04,5,,15 (Base 50),0,34,24,21,57,19,14,29,39,0,1.72,0.0,0.00,1016,4628,26.1,39,0,0.00,0.00,16,8,118,20.94
155,57,1,2013/06/05,7,,16 (Base 50),0,31,23,16,78,19,14,36,40,0,1.72,0.0,0.00,1021,4628,26.1,40,0,0.00,0.00,16,6,119,20.94
156,72,0,2013/06/06,13,Rain,14 (Base 50),0,34,21,21,97,18,15,47,40,0,1.85,0.0,3.30,1020,4628,26.1,40,0,0.00,0.00,13,8,119,21.07
157,95,0,2013/06/07,15,"Fog
	,
Rain",11 (Base 50),4,52,17,32,100,16,15,90,40,4,6.01,0.0,105.66,1010,4632,26.1,40,4,0.00,0.00,4,14,119,25.23
158,77,2,2013/06/08,14,Rain,15 (Base 50),0,32,25,24,93,19,14,61,42,4,6.49,0.0,12.19,1009,4632,26.1,42,4,0.00,0.00,13,6,121,25.71
159,63,7,2013/06/09,14,,22 (Base 50),0,27,27,16,84,22,17,42,49,4,6.49,0.0,0.00,1020,4632,26.1,49,4,0.00,0.00,16,4,128,25.71
