,Average Humidity,Cooling Degree Days,Date,Dew Point,Events,Growing Degree Days,Heating Degree Days,Max Gust Speed,Max Temperature,Max Wind Speed,Maximum Humidity,Mean Temperature,Min Temperature,Minimum Humidity,Month to date cooling degree days,Month to date heating degree days,Month to date precipitation,Month to date snowfall,Precipitation,Sea Level Pressure,Since 1 July heating degree days,Since 1 July snowfall,Since 1 June cooling degree days,Since 1 June heating degree days,Snow,Snow Depth,Visibility,Wind Speed,Year to date cooling degree days,Year to date precipitation
31,66,0,2015/02/01,-7,Snow,,37,27,2,19,85,-2,-7,47,0,37,0.03,0.3,0.76,1020,2653,16.8,,,0.76,15.24,11,6,0,5.26
32,80,0,2015/02/02,-4,"Fog
	,
Rain
	,
Snow",,41,52,1,35,92,-4,-10,67,0,78,1.05,3.6,25.91,1002,2694,20.1,,,8.38,17.78,5,16,0,6.28
33,60,0,2015/02/03,-13,,,45,43,-3,27,70,-7,-11,50,0,123,1.05,3.6,0.00,1023,2739,20.1,,,0.00,20.32,15,12,0,6.28
34,56,0,2015/02/04,-6,,,31,31,6,21,63,1,-4,49,0,154,1.05,3.6,0.00,1021,2770,20.1,,,0.00,20.32,15,7,0,6.28
35,50,0,2015/02/05,-12,,,37,48,6,32,69,-2,-10,31,0,191,1.05,3.6,0.00,1016,2807,20.1,,,0.00,12.70,16,14,0,6.28
36,43,0,2015/02/06,-18,,,45,42,-3,27,53,-7,-11,33,0,236,1.05,3.6,0.00,1022,2852,20.1,,,0.00,20.32,16,12,0,6.28
37,61,0,2015/02/07,-8,Snow,,32,29,4,19,75,1,-4,46,0,268,1.07,3.6,0.51,1019,2884,20.1,,,T,20.32,12,6,0,6.30
38,74,0,2015/02/08,-2,,,32,42,3,29,89,1,-2,59,0,300,1.07,3.6,0.00,1013,2916,20.1,,,0.00,20.32,9,14,0,6.30
39,75,0,2015/02/09,-7,,,38,47,-2,32,81,-3,-4,68,0,338,1.16,3.6,2.29,1015,2954,20.1,,,T,20.32,15,18,0,6.39
40,59,0,2015/02/10,-7,Snow,,32,43,4,29,69,1,-3,48,0,370,1.17,3.7,0.25,1017,2986,20.2,,,0.25,20.32,15,17,0,6.40
41,50,0,2015/02/11,-12,,,37,42,1,29,65,-2,-6,35,0,407,1.17,3.7,0.00,1016,3023,20.2,,,0.00,0.00,16,10,0,6.40
42,55,0,2015/02/12,-7,Snow,,37,63,4,35,69,-2,-9,41,0,444,1.17,3.7,T,1009,3060,20.2,,,T,20.32,12,12,0,6.40
43,41,0,2015/02/13,-22,,,50,60,-6,35,50,-9,-13,31,0,494,1.17,3.7,0.00,1019,3110,20.2,,,0.00,20.32,16,15,0,6.40
44,54,0,2015/02/14,-9,Snow,,41,37,0,23,75,-4,-9,33,0,535,1.19,4.6,0.51,1005,3151,21.1,,,2.29,20.32,10,9,0,6.42
45,58,0,2015/02/15,-18,Snow,,50,68,-4,37,81,-9,-16,34,0,585,1.19,4.6,T,1007,3201,21.1,,,T,22.86,14,24,0,6.42
46,38,0,2015/02/16,-24,,,53,58,-6,34,51,-11,-16,25,0,638,1.19,4.6,0.00,1021,3254,21.1,,,0.00,22.86,16,11,0,6.42
47,57,0,2015/02/17,-13,Snow,,44,26,-3,19,80,-6,-10,34,0,682,1.33,7.9,3.56,1013,3298,24.4,,,8.38,30.48,8,8,0,6.56
48,55,0,2015/02/18,-10,Snow,,39,34,1,24,67,-3,-7,43,0,721,1.33,7.9,T,1009,3337,24.4,,,T,22.86,13,7,0,6.56
49,40,0,2015/02/19,-19,,,47,50,-3,32,55,-8,-13,25,0,768,1.33,7.9,0.00,1009,3384,24.4,,,0.00,22.86,16,18,0,6.56
50,39,0,2015/02/20,-23,,,54,58,-7,35,44,-12,-17,33,0,822,1.33,7.9,0.00,1024,3438,24.4,,,0.00,22.86,16,17,0,6.56
51,59,0,2015/02/21,-9,"Fog
	,
Rain
	,
Snow",,42,37,0,23,85,-5,-11,33,0,864,1.94,10.9,15.49,1027,3480,27.4,,,7.62,22.86,7,7,0,7.17
52,71,0,2015/02/22,-2,"Rain
	,
Snow",,27,27,6,19,89,3,0,53,0,891,2.04,11.9,2.54,1021,3507,28.4,,,2.54,33.02,8,5,0,7.27
53,45,0,2015/02/23,-17,,,42,47,3,27,64,-5,-13,25,0,933,2.04,11.9,0.00,1026,3549,28.4,,,0.00,30.48,16,18,0,7.27
54,47,0,2015/02/24,-19,,,51,37,-4,23,60,-10,-16,34,0,984,2.04,11.9,0.00,1022,3600,28.4,,,0.00,30.48,16,9,0,7.27
55,49,0,2015/02/25,-12,,,36,39,3,24,65,-2,-7,32,0,1020,2.04,11.9,0.00,1011,3636,28.4,,,0.00,30.48,16,10,0,7.27
56,46,0,2015/02/26,-13,,,38,32,0,24,63,-3,-6,29,0,1058,2.04,11.9,0.00,1016,3674,28.4,,,0.00,27.94,15,11,0,7.27
57,41,0,2015/02/27,-16,,,41,32,-1,21,54,-4,-8,28,0,1099,2.04,11.9,0.00,1029,3715,28.4,,,0.00,0.00,16,10,0,7.27
58,40,0,2015/02/28,-19,,,44,29,-2,19,51,-6,-11,29,0,1143,2.04,11.9,0.00,1041,3759,28.4,,,0.00,27.94,16,6,0,7.27
59,56,0,2015/03/01,-9,"Fog
	,
Snow",,37,32,-1,24,84,-2,-4,28,0,37,0.52,4.8,13.21,1031,3796,33.2,,,12.19,25.40,7,4,0,7.79
60,55,0,2015/03/02,-8,,,32,55,4,29,78,1,-3,32,0,69,0.52,4.8,0.00,1021,3828,33.2,,,0.00,38.10,13,13,0,7.79
61,62,0,2015/03/03,-7,"Rain
	,
Snow",,35,39,3,23,85,-1,-6,39,0,104,1.19,6.6,17.02,1023,3863,35.0,,,4.57,35.56,9,8,0,8.46
62,81,0,2015/03/04,2,Rain,,25,40,7,24,92,4,2,70,0,129,1.44,6.6,6.35,1011,3888,35.0,,,0.00,33.02,8,10,0,8.71
63,75,0,2015/03/05,-5,"Fog
	,
Rain
	,
Snow",,35,32,4,23,100,-1,-7,49,0,164,2.20,14.1,19.30,1020,3923,42.5,,,19.05,33.02,3,9,0,9.47
64,48,0,2015/03/06,-16,,,45,32,-3,23,61,-7,-11,34,0,209,2.20,14.1,0.00,1031,3968,42.5,,,0.00,48.26,15,10,0,9.47
65,47,0,2015/03/07,-12,,,37,39,3,26,56,-2,-8,38,0,246,2.20,14.1,0.00,1022,4005,42.5,,,0.00,45.72,16,8,0,9.47
66,44,0,2015/03/08,-6,,,22,48,9,32,57,6,3,31,0,268,2.20,14.1,0.00,1018,4027,42.5,,,0.00,40.64,16,8,0,9.47
67,41,0,2015/03/09,-4,Rain,,18,40,12,26,53,8,4,28,0,286,2.21,14.1,0.25,1021,4045,42.5,,,0.00,33.02,16,8,0,9.48
68,67,0,2015/03/10,2,Rain,,19,27,12,19,92,8,4,42,0,305,2.67,14.1,11.68,1022,4064,42.5,,,0.00,27.94,9,6,0,9.94
69,61,0,2015/03/11,4,Rain,2 (Base 50),13,35,15,23,93,11,7,29,0,318,2.68,14.1,0.25,1015,4077,42.5,,,0.00,15.24,11,11,0,9.95
70,27,0,2015/03/12,-14,,,23,53,8,32,43,6,2,11,0,341,2.68,14.1,0.00,1029,4100,42.5,,,0.00,10.16,16,13,0,9.95
71,38,0,2015/03/13,-13,,,28,31,6,21,59,3,-1,17,0,369,2.68,14.1,0.00,1034,4128,42.5,,,0.00,5.08,16,10,0,9.95
72,73,0,2015/03/14,5,Rain,,19,35,11,24,93,8,4,53,0,388,3.49,14.1,20.57,1016,4147,42.5,,,0.00,0.00,9,9,0,10.76
73,67,0,2015/03/15,-2,,,25,66,7,37,89,4,2,45,0,413,3.49,14.1,0.00,1009,4172,42.5,,,0.00,0.00,16,18,0,10.76
74,49,0,2015/03/16,-4,,,21,32,11,21,59,7,2,38,0,434,3.49,14.1,0.00,1013,4193,42.5,,,0.00,0.00,16,6,0,10.76
75,49,0,2015/03/17,-3,Rain,,19,69,14,39,71,8,1,27,0,453,3.51,14.1,0.51,1005,4212,42.5,,,0.00,0.00,15,16,0,10.78
76,35,0,2015/03/18,-13,,,31,56,4,32,43,1,-2,27,0,484,3.51,14.1,0.00,1017,4243,42.5,,,0.00,0.00,16,15,0,10.78
77,32,0,2015/03/19,-16,,,29,35,6,23,46,2,-2,17,0,513,3.51,14.1,0.00,1025,4272,42.5,,,0.00,0.00,16,9,0,10.78
78,58,0,2015/03/20,-7,"Fog
	,
Snow",,31,35,3,27,92,1,-2,23,0,544,3.91,18.6,10.16,1024,4303,47.0,,,11.43,0.00,7,13,0,11.18
79,75,0,2015/03/21,-2,,,27,43,8,26,92,3,-2,58,0,571,3.91,18.6,T,1017,4330,47.0,,,T,12.70,8,9,0,11.18
80,41,0,2015/03/22,-11,,,29,48,6,29,57,2,-2,25,0,600,3.91,18.6,0.00,1017,4359,47.0,,,0.00,0.00,16,12,0,11.18
81,35,0,2015/03/23,-16,,,34,43,3,26,50,-1,-5,19,0,634,3.91,18.6,0.00,1023,4393,47.0,,,0.00,0.00,16,11,0,11.18
82,33,0,2015/03/24,-13,,,29,27,7,21,42,2,-3,24,0,663,3.91,18.6,0.00,1027,4422,50.3,,,0.00,0.00,16,6,0,11.18
83,57,0,2015/03/25,-3,Rain,,23,35,9,21,89,6,1,25,0,686,3.96,18.6,1.27,1027,4445,50.3,,,0.00,0.00,14,7,0,11.23
84,88,0,2015/03/26,8,Rain,2 (Base 50),13,37,17,23,93,11,6,82,0,699,4.28,18.6,8.13,1010,4458,50.3,,,0.00,0.00,7,5,0,11.55
85,69,0,2015/03/27,1,Rain,,22,29,8,19,89,6,4,49,0,721,4.55,18.6,6.86,1007,4480,50.3,,,0.00,0.00,15,7,0,11.82
86,56,0,2015/03/28,-7,Snow,,32,37,4,24,68,1,-3,44,0,753,4.55,18.6,T,1011,4512,50.3,,,T,0.00,15,12,0,11.82
87,40,0,2015/03/29,-14,,,29,35,8,23,63,2,-4,16,0,782,4.55,18.6,0.00,1022,4541,50.3,,,0.00,0.00,16,10,0,11.82
88,50,0,2015/03/30,-5,Snow,,20,71,12,39,70,7,2,30,0,802,4.55,18.6,T,1012,4561,50.3,,,T,0.00,14,13,0,11.82
89,65,0,2015/03/31,-1,Rain,,24,32,8,21,92,5,2,37,0,826,4.72,18.6,4.32,1010,4585,50.3,,,T,0.00,14,9,0,11.99
90,52,0,2015/04/01,-8,,,23,37,11,24,82,6,0,22,0,23,0.00,0.0,0.00,1017,4608,50.3,,,0.00,0.00,16,8,0,11.99
91,32,0,2015/04/02,-4,,4 (Base 50),11,50,19,32,41,12,5,22,0,34,0.00,0.0,0.00,1020,4619,50.3,,,0.00,0.00,16,10,0,11.99
92,62,0,2015/04/03,10,Rain,12 (Base 50),3,40,18,26,84,17,15,39,0,37,0.04,0.0,1.02,1008,4622,50.3,,,0.00,0.00,13,11,0,12.03
93,56,0,2015/04/04,1,Rain,2 (Base 50),14,66,16,39,87,11,6,24,0,51,0.05,0.0,0.25,1008,4636,50.3,,,0.00,0.00,14,16,0,12.04
94,43,0,2015/04/05,-4,,1 (Base 50),13,48,16,29,60,11,6,25,0,64,0.05,0.0,0.00,1021,4649,50.3,,,0.00,0.00,16,8,0,12.04
95,56,0,2015/04/06,2,,2 (Base 50),12,29,17,19,76,12,6,36,0,76,0.05,0.0,0.00,1024,4661,50.3,,,0.00,0.00,16,7,0,12.04
96,66,0,2015/04/07,5,Rain,2 (Base 50),13,40,17,27,89,11,6,43,0,89,0.20,0.0,3.81,1024,4674,50.3,,,0.00,0.00,13,11,0,12.19
97,66,0,2015/04/08,0,,,24,52,7,35,86,5,3,45,0,113,0.20,0.0,0.00,1026,4698,50.3,,,0.00,0.00,15,18,0,12.19
98,81,0,2015/04/09,2,,,25,40,6,29,92,4,3,70,0,138,0.20,0.0,0.00,1026,4723,50.3,,,0.00,0.00,14,14,0,12.19
99,90,0,2015/04/10,6,Rain,,17,35,13,23,96,9,4,83,0,155,0.37,0.0,4.32,1014,4740,50.3,,,0.00,0.00,7,7,0,12.36
100,48,0,2015/04/11,-1,,,14,45,14,27,66,11,7,30,0,169,0.37,0.0,0.00,1015,4754,50.3,,,0.00,0.00,16,14,0,12.36
101,39,0,2015/04/12,-2,,4 (Base 50),10,34,19,21,59,13,6,19,0,179,0.37,0.0,0.00,1025,4764,50.3,,,0.00,0.00,16,5,0,12.36
102,43,0,2015/04/13,3,,9 (Base 50),6,39,20,24,55,15,10,30,0,185,0.37,0.0,0.00,1025,4770,50.3,,,0.00,0.00,16,7,0,12.36
103,50,0,2015/04/14,5,,10 (Base 50),5,35,18,21,75,16,13,24,0,190,0.38,0.0,0.25,1020,4775,50.3,,,0.00,0.00,16,6,0,12.37
104,27,0,2015/04/15,-6,,11 (Base 50),3,56,22,34,41,17,11,12,0,193,0.38,0.0,0.00,1022,4778,50.3,,,0.00,0.00,16,10,0,12.37
105,39,0,2015/04/16,-4,,7 (Base 50),7,34,18,26,61,14,11,17,0,200,0.38,0.0,0.00,1029,4785,50.3,,,0.00,0.00,16,10,0,12.37
106,68,0,2015/04/17,11,Rain,12 (Base 50),2,40,22,24,83,17,13,53,0,202,0.46,0.0,2.03,1017,4787,50.3,,,0.00,0.00,15,8,0,12.45
107,38,5,2015/04/18,4,,19 (Base 50),0,40,27,24,56,21,15,20,5,202,0.46,0.0,0.00,1014,4787,50.3,,,0.00,0.00,16,7,5,12.45
108,41,0,2015/04/19,-2,,6 (Base 50),9,35,18,24,61,13,9,21,5,211,0.46,0.0,0.00,1023,4796,50.3,,,0.00,0.00,16,14,5,12.45
109,83,0,2015/04/20,10,"Fog
	,
Rain",2 (Base 50),13,43,14,26,100,11,8,66,5,224,1.83,0.0,34.80,1008,4809,50.3,,,0.00,0.00,5,12,5,13.82
110,63,0,2015/04/21,7,Rain,8 (Base 50),6,39,18,26,100,15,11,25,5,230,2.03,0.0,5.08,1004,4815,50.3,,,0.00,0.00,10,10,5,14.02
111,49,0,2015/04/22,2,Rain,10 (Base 50),6,53,21,32,67,15,9,31,5,236,2.08,0.0,1.27,1005,4821,50.3,,,0.00,0.00,15,10,5,14.07
112,47,0,2015/04/23,-4,,,18,53,11,34,62,8,5,32,5,254,2.08,0.0,0.00,1007,4839,50.3,,,0.00,0.00,16,15,5,14.07
113,35,0,2015/04/24,-8,,,19,53,11,27,44,8,4,26,5,273,2.08,0.0,0.00,1011,4858,50.3,,,0.00,0.00,16,14,5,14.07
114,36,0,2015/04/25,-5,,,15,35,17,23,52,10,3,20,5,288,2.08,0.0,0.00,1009,4873,50.3,,,0.00,0.00,16,9,5,14.07
115,36,0,2015/04/26,-3,,4 (Base 50),10,34,18,21,46,13,8,25,5,298,2.08,0.0,0.00,1005,4883,50.3,,,0.00,0.00,16,8,5,14.07
116,40,0,2015/04/27,-1,,4 (Base 50),9,45,17,26,50,13,9,29,5,307,2.08,0.0,0.00,1005,4892,50.3,,,0.00,0.00,16,9,5,14.07
117,43,0,2015/04/28,2,,10 (Base 50),4,42,22,27,61,16,10,24,5,311,2.08,0.0,0.00,1007,4896,50.3,,,0.00,0.00,16,13,5,14.07
118,44,0,2015/04/29,3,,15 (Base 50),1,37,26,27,68,18,10,20,5,312,2.08,0.0,0.00,1006,4897,50.3,,,0.00,0.00,16,9,5,14.07
119,53,0,2015/04/30,3,,7 (Base 50),7,34,19,24,71,14,9,34,5,319,2.08,0.0,0.00,1009,4904,50.3,,,0.00,0.00,16,13,5,14.07
120,59,0,2015/05/01,4,,4 (Base 50),9,29,17,23,71,13,9,46,0,9,0.00,0.0,0.00,1014,4913,50.3,,,0.00,0.00,16,8,5,14.07
121,56,0,2015/05/02,4,,10 (Base 50),4,35,23,24,80,16,9,31,0,13,0.00,0.0,0.00,1015,4917,50.3,,,0.00,0.00,16,5,5,14.07
122,41,1,2015/05/03,3,,14 (Base 50),0,29,27,16,59,19,11,22,1,13,0.00,0.0,0.00,1019,4917,50.3,,,0.00,0.00,16,4,6,14.07
123,47,6,2015/05/04,7,,20 (Base 50),0,37,29,24,72,22,14,22,7,13,0.00,0.0,0.00,1021,4917,50.3,,,0.00,0.00,15,9,12,14.07
124,44,11,2015/05/05,10,,25 (Base 50),0,34,29,21,53,24,19,34,18,13,0.00,0.0,0.00,1022,4917,50.3,,,0.00,0.00,16,6,23,14.07
125,41,1,2015/05/06,5,,16 (Base 50),0,37,23,23,53,19,15,28,19,13,T,0.0,T,1024,4917,50.3,,,0.00,0.00,16,8,24,14.07
126,54,3,2015/05/07,7,,18 (Base 50),0,27,27,16,80,20,13,27,22,13,T,0.0,0.00,1022,4917,50.3,,,0.00,0.00,16,4,27,14.07
127,62,4,2015/05/08,11,,18 (Base 50),0,34,28,21,86,21,13,38,26,13,T,0.0,0.00,1021,4917,50.3,,,0.00,0.00,10,5,31,14.07
128,77,0,2015/05/09,13,,13 (Base 50),1,21,21,14,90,18,14,63,26,14,T,0.0,0.00,1025,4918,50.3,,,0.00,0.00,9,7,31,14.07
129,71,7,2015/05/10,16,,22 (Base 50),0,37,28,21,90,22,16,51,33,14,T,0.0,0.00,1023,4918,50.3,,,0.00,0.00,12,6,38,14.07
130,70,12,2015/05/11,18,Rain,26 (Base 50),0,40,29,21,84,25,21,55,45,14,T,0.0,T,1019,4918,50.3,,,0.00,0.00,13,6,50,14.07
131,58,10,2015/05/12,15,,26 (Base 50),0,45,30,24,87,24,18,28,55,14,T,0.0,0.00,1011,4918,50.3,,,0.00,0.00,14,9,60,14.07
132,43,0,2015/05/13,3,,12 (Base 50),3,42,21,24,51,17,12,35,55,17,T,0.0,0.00,1019,4921,50.3,,,0.00,0.00,16,12,60,14.07
133,37,0,2015/05/14,1,,12 (Base 50),3,32,23,21,56,17,10,17,55,20,T,0.0,0.00,1027,4924,50.3,,,0.00,0.00,16,6,60,14.07
134,45,0,2015/05/15,4,,14 (Base 50),0,35,24,21,59,18,13,31,55,20,T,0.0,0.00,1025,4924,50.3,,,0.00,0.00,16,5,60,14.07
135,67,1,2015/05/16,14,Rain,15 (Base 50),0,26,24,16,87,19,14,46,56,20,0.30,0.0,7.62,1022,4924,50.3,,,0.00,0.00,11,3,61,14.37
136,72,9,2015/05/17,18,Rain,23 (Base 50),0,18,28,11,93,23,18,51,65,20,0.32,0.0,0.51,1021,4924,50.3,,,0.00,0.00,8,3,70,14.39
137,77,3,2015/05/18,14,,18 (Base 50),0,29,24,23,90,20,16,63,68,20,0.32,0.0,0.00,1021,4924,50.3,,,0.00,0.00,10,7,73,14.39
138,72,5,2015/05/19,14,Rain,19 (Base 50),0,42,27,23,87,21,15,57,73,20,0.32,0.0,T,1013,4924,50.3,,,0.00,0.00,8,4,78,14.39
139,47,0,2015/05/20,3,,10 (Base 50),4,43,19,23,57,16,12,36,73,24,0.32,0.0,0.00,1013,4928,50.3,,,0.00,0.00,16,11,78,14.39
140,54,0,2015/05/21,3,,6 (Base 50),8,26,17,19,72,14,11,36,73,32,0.32,0.0,0.00,1014,4936,50.3,,,0.00,0.00,16,4,78,14.39
141,51,0,2015/05/22,4,,14 (Base 50),0,47,23,29,72,18,13,29,73,32,0.32,0.0,0.00,1014,4936,50.3,,,0.00,0.00,16,10,78,14.39
142,38,0,2015/05/23,-2,,8 (Base 50),5,40,21,24,55,16,9,20,73,37,0.32,0.0,0.00,1027,4941,50.3,,,0.00,0.00,16,7,78,14.39
143,38,4,2015/05/24,6,,18 (Base 50),0,29,27,16,55,21,13,21,77,37,0.32,0.0,0.00,1026,4941,50.3,,,0.00,0.00,16,6,82,14.39
144,52,10,2015/05/25,13,,24 (Base 50),0,34,29,21,67,24,18,37,87,37,0.32,0.0,0.00,1023,4941,50.3,,,0.00,0.00,16,8,92,14.39
145,54,13,2015/05/26,14,,26 (Base 50),0,32,31,19,68,26,19,40,100,37,0.32,0.0,0.00,1022,4941,50.3,,,0.00,0.00,16,8,105,14.39
146,70,13,2015/05/27,18,Rain,28 (Base 50),0,37,29,24,84,26,21,55,113,37,0.40,0.0,2.03,1021,4941,50.3,,,0.00,0.00,14,8,118,14.47
147,62,13,2015/05/28,18,,27 (Base 50),0,32,29,19,90,26,21,34,126,37,0.40,0.0,0.00,1021,4941,50.3,,,0.00,0.00,13,7,131,14.47
148,57,10,2015/05/29,13,,24 (Base 50),0,27,29,19,76,24,18,37,136,37,0.40,0.0,0.00,1025,4941,50.3,,,0.00,0.00,16,7,141,14.47
149,68,11,2015/05/30,17,,25 (Base 50),0,40,29,23,84,24,19,51,147,37,0.40,0.0,0.00,1021,4941,50.3,,,0.00,0.00,16,9,152,14.47
150,74,7,2015/05/31,18,"Fog
	,
Rain",24 (Base 50),0,45,31,32,97,22,14,51,154,37,1.86,0.0,37.08,1018,4941,50.3,,,0.00,0.00,10,9,159,15.93
151,90,0,2015/06/01,12,Rain,5 (Base 50),10,47,14,26,93,13,11,86,0,10,0.72,0.0,18.29,1020,4951,50.3,0,10,0.00,0.00,7,17,159,16.65
152,88,0,2015/06/02,9,Rain,2 (Base 50),12,31,13,23,93,12,10,83,0,22,1.09,0.0,9.40,1021,4963,50.3,0,22,0.00,0.00,10,10,159,17.02
153,67,0,2015/06/03,9,,11 (Base 50),4,26,21,16,93,16,11,40,0,26,1.09,0.0,0.00,1023,4967,50.3,0,26,0.00,0.00,16,7,159,17.02
154,69,0,2015/06/04,9,,9 (Base 50),5,26,18,19,77,16,12,60,0,31,1.09,0.0,0.00,1024,4972,50.3,0,31,0.00,0.00,16,8,159,17.02
155,80,0,2015/06/05,12,Rain,12 (Base 50),2,23,21,14,93,17,13,66,0,33,1.22,0.0,3.30,1019,4974,50.3,0,33,0.00,0.00,10,5,159,17.15
156,60,3,2015/06/06,12,Rain,18 (Base 50),0,35,24,14,97,20,16,22,3,33,1.41,0.0,4.83,1013,4974,50.3,3,33,0.00,0.00,10,7,162,17.34
157,44,0,2015/06/07,6,,14 (Base 50),0,37,23,19,55,18,13,32,3,33,1.41,0.0,0.00,1021,4974,50.3,3,33,0.00,0.00,16,6,162,17.34
158,63,6,2015/06/08,14,Rain,21 (Base 50),0,43,26,24,72,22,17,54,9,33,1.47,0.0,1.52,1013,4974,50.3,9,33,0.00,0.00,16,10,168,17.40
